context_id	word	gold_sense_id	predict_sense_id	positions	context
622	жаба	4		97-100	есть святки, когда свободна моя провожатая, знающая припадки моей предательской болезни (грудной жабы). Если можно будет дать мне тогда познакомиться там с катехизисом, то Вы
623	жаба	4		80-83	, в самом деле, ничего не стоит -- легко...» -- «Чтб такое?» -- «Легко схватить жабу». -- «И по вашему делу», -- глухо буркнул Лихутин; раздалось его суетливое фырканье.
624	жаба	4		72-75	ему уступают, а келлин, как мы видели, и вовсе неэффективен при грудной жабе. Почему нитроглицерин помогает? Создавая новые лекарства, врачи часто начинают с того, что
625	жаба	4		64-67	трибуны и через два часа, упав на пол, умер от припадка грудной жабы. По столице поползли слухи о подмешанном яде, о самоубийствe. Дворцовые тайны Кремля
626	жаба	4		71-74	раз перемена погоды ожидалась, дождь, словом. И тут, как ночь, так эта жаба у меня из живота голос подает. А хозяйка спать не может. А
627	жаба	4		70-73	банка , а после продолжал службу в разных конторах и помер от грудной жабы летом тридцать четвёртого . И хорошо , прости Господи , что летом , а то бы
628	жаба	4		96-99	, Фаина?» -- «Что-что -- грудная жаба». Завадский огорчился, воскликнул: «Какой ужас -- грудная жаба!»
629	клетка	1		81-86	селам и весям российским -- прошлогодней листвой иль цветами -- ? И вот здесь, в клетке, ободранный, обобранный -- волк, покоренная стихия: его братья бродят по лесам воют, живут,
630	клетка	1		68-73	шакала; тигра, нарисованного на афише, не было; но в углу, в медной клетке, плохо освещенной -- был волк; волк был невелик, но стар и убог; клетка
631	клетка	1		76-81	случае проще было бы решить эту проблему перемещением своего тела в пределы Клетки сроком от трех до пяти дней, что, несомненно, способствовало бы самопознанию и
632	клетка	1		68-73	в движение, не как живое существо, но как машина, -- исчезая в тень клетки и возвращаясь в свет; потом он остановился, опустил голову, взглянул на людей
633	клетка	1		42-47	Слава. Готово. Прошу. Ирина (указывает на клетку). Эта. Слава и Миша смотрят на заднюю стенку клетки. Слава. Очко. Прошу
634	клетка	1		79-84	лица сведены гримасой усталости и недовольства. Из кают выносят им несессеры и клетки с канарейками. Джентльмены хриплыми голосами переругиваются между собой и слушают автомобильные гудки,
635	клетка	1		61-66	. А Лизавета эта блаженная в ограде у нас вделана в стену, в клетку в сажень длины и в два аршина высоты, и сидит она там
636	клетка	1		71-76	, это был его слушатель истинный, для которого он сидел в этой птичьей клетке, красивой китайской хижине. И когда он, кончив, захотел припомнить еще раз первую
637	клетка	1		107-112	металлические конструкции высятся политические модели свободы. Порой они смахивают на заржавевшие железные клетки. После случая с Оленем я думаю, что свобода означает по сути одно --
638	клетка	1		102-108	оказались питомцы передвижного зоопарка. Обитатели тропиков и саванн могут погибнуть в необогреваемых клетках. После того как местные правозащитники обнаружили в зверинце умирающего от обморожения тигренка,
639	клетка	1		97-102	клетка на вытянутой подставке, подаренная местному корою Фердинанду II императором Николаем I, --клетку сделали в 1840-х годах русские мастера. В общем, и двух часов
640	клетка	1		92-97	особенно много. Родители привели детей. Вдруг произошло немыслимое: царь зверей вырвался из клетки и набросился на работника цирка Георгия Короткова, который до этого заходил внутрь,
641	клетка	1		117-122	. Вызов, властность -- и какое-то воинствующее одиночество. Читая, щетинится пленным царственным зверем, презирающим клетку и зрителей. Не обольщусь и языком Родным, его призывом млечным. Мне без-
642	клетка	1		102-107	. Прежде всего вновь приобретённых птиц следует отсаживать в специальные , так называемые карантинные клетки, в течение 20 - 25 дней вести за ними наблюдение .
643	клетка	1		72-77	канал, выдали программу «За стеклом», где посадили 6 живых людей, как в клетку, заставив нас (или предоставив возможность) наблюдать почти за всеми их занятиями и
644	клетка	1		77-82	, снова тренировка. Раньше Лена ходила по этому замкнутому кругу, как тигр в клетке. А теперь она радуется каждому мгновению. – Лена, что изменилось? – Просто я
645	клетка	1		61-66	в другое время кричала «спать пора», но я сразу же накину на клетку какое-нибудь полотенце или платок, она и замолчит. В темноте перепёлки кричать не
646	клетка	1		66-71	", что он виновен, но не опасен для окружения, чтобы держать его в клетке"", - говорит известный эксперт по российской тематике. Она отмечает, что Россия при этом """
647	клетка	1		59-64	к чужой речи, голос без свободы сел, ослаб, как у птички в клетке, жди теперь, когда он опять разойдется и окрепнет. Вот и сейчас Лидия
648	клетка	1		97-102	, -- я только улыбнулся воспоминанию. Однажды мне подарили стайку колибри -- в белой алюминиевой клетке, полной зелени. Я выпускал их. Эти птички должны быть вам известны по
649	клетка	1		69-75	пунктах приложения силы. Он -- еще зверь, а жизнь для него уже стала клеткой, и ему тесно в ней при его добром здоровье и склонности к
650	клетка	1		81-86	. Он демонстрировал древний способ охоты на кусок сала, подвешенный на веревке в клетке. Потом Исиль унес пустую клетку.
651	клетка	1		66-71	мог прийти в себя и не разговаривал с друзьями. -- Лев, сидящий в клетке, -- это не то, что шакал, сидящий в клетке, -- шепотом сказал Опивало Объедале. -
652	клетка	1		90-95	на ваше опасное ведение. -- Да, -- перебил он, -- и засидевшаяся канарейка, когда отворят клетку, не летит, а боязливо прячется в гнездо. Вы -- тоже. Воскресните, кузина, от
653	клетка	1		90-95	"ее души"". Этакая современная рабыня Изаура, добровольно выбравшая судьбу птички в золотой клетке. Неприятно поразил довольно большой фрагмент повести, где водитель-охранник Костя рассуждает о"
654	клетка	1		94-99	палатки и жесткокаркасные модули, готовясь к отъезду. В машины погружены легкие металлические клетки, в которых во время операции жили поисковые собаки. Единственное, что пока не
655	клетка	1		66-71	, но у нас просто нет такой возможности, потому что они закрыты в клетке UFC. На сегодняшний день Хиззо - один из самых лучших бойцов, которые не
656	клетка	1		69-74	остановил бой, неизвестно, за кем остался бы третий раунд. Я вошел в клетку сразу после остановки, тренер Федора громко возмущался, дескать, Федя не должен был
657	клетка	1		52-57	я надену ему петлю на шею, а эти люди посадят его в клетку, отвезут на мыловарню и превратят красивого, лохматого, белого с черными пятнами Бобку
658	клетка	1		72-77	гнева, вскричал Юрик. -- Не хочу ее. Уберите ее отсюда! Выпустите ее из клетки в сад! Она мне надоела, она мне мешает! -- И он неожиданно залился
659	клетка	1		77-82	"обшита светлым сайдингом. Во дворе - Дружок на цепи, большой черный кролик в клетке. ""Папа, ты ему морковку купил?"" - спрашивает Женя. Но папе в тот"
660	клетка	1		85-90	германская пуля убила Петруса, Андрос, вспомнив что-то, вернулся домой и выпустил из клетки дрозда. В это время сражение кончилось. Русские солдаты вошли в караулку и
661	клетка	1		63-69	в этом рассказе про дочь, то нет -- я поднимал ее перед каждой клеткой, где ей было плохо видно. Она переживала все сильно, то есть молча,
662	клетка	1		66-71	даже погладить. Сейчас я уже не уверена, смогла бы зайти теперь в клетку или нет, но тогда мне показалось это нестрашным. Да и ребята нас
663	клетка	1		84-89	очень просто. Вначале нужно нарисовать клетку. С настежь раскрытой дверцей. Потом в клетку следует положить что-либо, что привлечет внимание птицы. Еду там или еще что-нибудь
664	клетка	1		84-89	, хотя типографски стоило недорого), покуда Пьер Гарри не будет привезен в железной клетке в Нью-Йорк и казнен на электрическом стуле. В города, в обывательскую толщу,
665	клетка	1		95-100	барахолке, где торговали ржавыми гвоздями, засохшей краской и довоенными книгами, посмотрел на клетку с живыми петухами, которых доставал по одному дядька с носом, похожим на
666	клетка	1		75-80	песни о людских страданиях. Это все равно, что показывать раненого зверя в клетке. Естественно, возвращаю ему вопрос: а самому не обидно выступать перед жующей публикой
667	клетка	2		82-88	равнине. В сотне шагов от Самгина насыпь разрезана рекой, река перекрыта железной клеткой моста, из-под него быстро вытекает река, сверкая, точно ртуть, река не широкая,
668	клетка	3		85-90	, по количеству цифровых строк на ней. Совпадет число, пуговка передвигается на одну клетку(пустую), вот она уже на краю карты. «По одной!» -- кричит этот
669	клетка	3		100-105	клеткам, тогда как русские решительно предпочитают «цветочки», «пукеты» или знаменитые «огурчики». «Клетки» это своя старина, когда холстина ткалась и красилась дома; «пукеты», «цветочки» и «
670	клетка	3		85-90	сером головном платке , с которого ворс начисто вытерся , и всюду обнажилась простая клетка вязки . Она заложила ногу за ногу , руки свела кольцом и напряжённо смотрела
671	клетка	3		83-88	перекрасить клетки шахматной доски (используя чёрный и белый цвета, при этом часть клеток можно оставить покрашенными в свой цвет, а часть — перекрасить на противоположный), чтобы
672	клетка	3		87-92	иметь приятный вкус и аромат, плотную и неразваривающуюся мякоть без грубых каменистых клеток.
673	клетка	3		73-78	мужиков запряг в ландо сорок штук, на ландо гроб поставил, в шотландскую клетку, на гроб сам уселся в лакированном цилиндре, с креповым бантиком, да так
674	клетка	3		70-76	карелы, подобно финнам, отличаются любовью к прямому рисунку, т. е. к клеткам, тогда как русские решительно предпочитают «цветочки», «пукеты» или знаменитые «огурчики». «Клетки»
675	клетка	4		93-98	продукты, не подвергнутые тепловой или иной обработке, в процессе которой уничтожаются живые клетки ткани. Это различные зернобобовые, злаковые, салатные растения, овощи и фрукты. Эти продукты
676	клетка	4		119-124	к опухолевым клеткам путем применения антикоагулянтов, фибринолитиков, фермента гиалуронидазы; воздействие на мембраны клеток с целью увеличения их проницаемости и ослабления устойчивости к повреждению, что достигается
677	клетка	4		78-83	еще один любопытный факт. Когда они пересаживали в яйцеклетку ядра, взятые из клеток одного и того же органа, например, зачатка кишки, то развивавшиеся зародыши сильно
678	клетка	4		81-86	vitro зависел от множественности инфицирования: при высокой дозе (0,001 ТЦД50 на клетку) препарат «Гепон» не защищал клетки Vero от цитопатогенного действия вируса. При более
679	клетка	4		100-105	. Однако мы можем наблюдать поведенческие реакции, измерить уровень гормонов или активность нервных клеток и сделать вполне четкие выводы о его состоянии. В особенности интересны исследования,
680	клетка	4		81-86	: изо рта умирающего при помощи ватной палочки берется образец ДНК, внедряется в клетку яблока, которую потом выращивают в лабораторных условиях, пока она не станет саженцем.
681	клетка	4		101-106	так называемый луб (по-гречески -- флоэма). По флоэме передвигаются продукты фотосинтеза сверху вниз.Клетки флоэмы не все одинаковы. Например, те клетки, которые собственно являются «трубопроводами» (по
682	клетка	4		116-121	. Защитники таких технологий уверяют, что специальным образом «запрограммированные» стволовые клетки превращаются в клетки поврежденного органа. Введенные же подкожно, они якобы ведут к омоложению организма, способны
683	клетка	4		91-96	роль и составляющие основные признаки жизни вообще. К этим явлениям относятся: способность клеток упорно сохранять свой состав, несмотря на некоторые колебания в составе окружающей среды.
684	клетка	4		86-91	пресечь один из подпольных каналов поставки на Запад человеческих органов и стволовых клеток. По оценкам специалистов, эта «отрасль» медицины является весьма доходной – прибыль на 1
685	клетка	4		83-88	В. и др. Иммуномодулятор «Гепон» подавляет репликацию вируса гепатита С в культуре клеток человека in vitro // Антибиотики и химиотер. -- 2002. -- Т. 47, N8. -- С
686	клетка	4		105-110	случае введения кагоцела цитокиновый спектр остался идентичным таковому в контрольной интактной культуре клеток. Более демонстративные данные получены при исследовании линии клеток МТ-4, в которой
687	клетка	4		89-94	Значение такой регуляции очень широко. Достаточно вспомнить, что наш организм состоит из клеток, содержащих одинаковую генетическую информацию. Если бы в каждой клетке реализовались все заложенные
688	клетка	4		100-105	при попытке вырастить естественный живой зуб с использованием одних только мезенхимальных стволовых клеток происходит создание несистематизированного конгломерата мягких тканей, не покрытых твердой оболочкой». Для того
689	клетка	4		85-90	один оборот вокруг центра Галактики; составляет около 230 млн лет. Гамета -- половая клетка организма. Гамильтониан --  функция Гамильтона, введена Гамильтоном в 1834 г. для описания движения
690	клетка	4		84-89	"страны, убеждающиеся сами и убеждающие общество в том, что искусственно введенный в клетку растения ген ""опасен"" так же, как и десятки тысяч других содержавшихся в"
691	клетка	4		71-76	это ни парадоксально, рибосома сама ничего не «знает» и не «помнит». В клетке имеются специальные небольшие молекулы РНК, называемые транспортными или тРНК, которые переносят «на
692	клетка	4		70-75	Х-хромосому и несхожую с ней Y-хромосому. Известно также, что половые клетки, в отличие от остальных клеток тела, несут только одну половую хромосому. В
693	клетка	4		100-105	попадают в организм, то начинают размножаться, производя тысячи себе подобных. Губят оккупированную клетку- хозяина, как говорят медики, буквально взрывают ее. И вырываются, чтобы инфицировать другие
694	клетка	4		100-105	иммунного ответа при перректальной иммунизации по сравнению с пероральной является частичная гибель клеток сальмонел в желудке при пероральном введении. Проникновение сальмонеллы в организм происходит в
695	клетка	4		87-92	из крови. Средняя оболочка , tunica media, состоит главным образом из гладких мышечных клеток кругового (спирального) направления, а также эластических и коллагеновых волокон. От наружной оболочки
696	клетка	4		97-103	происходило несколько часов). В «главной роли» - фактор некроза опухоли, белок, отдающий раковым клеткам«приказ» о самоубийстве. В начале фильма клетки спокойны. Но вот они получили «
697	клетка	4		104-109	, еще один, четвертый факт, на который опирались сторонники «новой клеточной теории» -- новообразование клеток крови и соединительной ткани при заживании ран на коже белых мышей. По
698	клетка	4		88-93	или риса. Игнорируем хлеб и пирожные. ПЛЮСЫ: Белок - основной строительный материал для клеток. Годится для прироста мышечной массы. Да и вообще стакан кефира на ночь
699	клетка	4		97-102	нормальные зародыши даже тогда, когда в яйцеклетку пересаживали ядра из самых специализированных клеток-- например, клеток зачатка глаза. Правда, при этом нормально развивалось очень немного зародышей --
700	клетка	4		102-107	запуску цепочки реакций внутри клетки. Ферменты -- белковые молекулы, катализирующие процессы в живой клетке. Современные подростки, как и сотни лет назад, верят в духа домашнего очага --
701	клетка	4		88-93	5000 ГАЕ/мл). Соотношение стимулятор/респондер составляло 1:3.Клетками-мишенями служили клетки перевиваемой клеточной линии мышиной мастоцитомы Р815. Клетки инфицировали 1000-5000 ГАЕ/мл
702	клетка	4		94-99	, которые после делений оказываются внутри, превращаются в ксилему. При этом живое содержимое клеток гибнет. Еще ближе к поверхности лежит живая проводящая ткань, так называемый луб (
703	клетка	4		73-78	задача которых не дать нам слишком уж зажиться. Убери их - и... - Каждая клетка имеет механизм самоликвидации. Например, если клетка заражена вирусом - она получает от гена
704	клетка	4		96-101	Ким (Kee-Hong    Kim). - Другими словами, пицеатаннол блокирует способность незрелой    жировой клетки развиваться дальше. Кроме того пицеатаннол может в некоторых случаях противостоять развитию    рака,
705	клетка	4		91-96	«работники» в клетке: они осуществляют превращение веществ и энергии, отвечают за движение клетки, образуют её «скелет», участвуют в передаче наследственной информации, выполняют множество других функций.
706	клетка	4		94-99	завкафедрой неврологии Стивен Голдман, были направлены на то, чтобы извлечь нервные стволовые клетки непосредственно из мозговой ткани. Трудность состояла в том, чтобы не захватить клетки,
707	клетка	4		98-104	функционировать, и оставляют открытыми другие участки, которые усиленно синтезируют РНК. В разных клетках выключаются из работы разные участки ДНК, поэтому и РНК, и белки в
708	клетка	4		88-93	апоптоза. Антираковая защита организма построена в основном на этом явлении. Как только клетка сбивается с нормального пути и превращается в раковую, она получает сигнал о
709	клетка	4		100-105	сказать, невиданный запас прочности. Она способна сохраняться сотни тысяч лет. Содержание пыльцевой клетки отмирает, но ее оболочка сохраняет все свои сложнейшие структурные особенности. Когда рассматриваешь
710	клетка	4		100-105	(именно начиная с этой стадии развития зародыша становится технически возможным получение стволовых клеток-- универсальных неспециализированных клеток организма, которые могут в дальнейшем развиться практически в любые
711	клетка	4		113-118	Нейробиологи из Медицинского центра Рочестерского университета США разработали метод получения нервных стволовых клеток непосредственно из мозговой ткани. «Труд-7» выяснил, какие перспективы у этого открытия
712	клетка	4		102-109	бластула . В бластуле можно различить два слоя клеток: поверхностный, представленный мелкими светлыми клетками-- трофобласт и внутренний, образованный крупными темными клетками, -- эмбриобласт , или зародышевый узелок. Первый
713	клетка	4		110-115	-- участки мембран двух клеток, так называемые пресинаптическая и постсинаптическая мембраны. Для большинства клеток передача электрического импульса через щель невозможна. Импульс как бы добегает до конца
714	клетка	4		100-105	) в конечной концентрации 250 мкг/мл. Проведение эксперимента. После образования неполного монослоя клеток(культура SW-13) и на 2-е сутки после посева (суспензионная культура
715	клетка	4		84-89	центрифужную пробирку, осаждали центрифугированием в течение 10 мин при 1000 об/мин.Клетки суспендировали в 10 мл PBS (4°C), пипетировали и подсчитывали их концентрацию
716	клетка	4		89-95	том числе советская исследовательница А.А. Прокофьева-Бельговская, считают, что в разных клетках свернуты в спираль разные участки ДНК. А, как известно, ДНК может синтезировать
717	клетка	4		93-98	, частично коровы. По сути сверхъестественной химеры. Зачем? Чтобы добывать из нее стволовые клетки. Тот самый «волшебный» строительный материал, из которого можно получать чудодейственные лекарства и
718	клетка	4		90-95	функцию размножения. Сам же организм раффлезии существует лишь в виде тончайшей прослойки клеток, располагающейся среди внутренних тканей хозяина. Естественно, нет у раффлезии и хлорофилла. Тяжи
719	клетка	4		95-100	: ее делают под кратковременным общим наркозом. Сначала у генетических родителей берут половые клетки– длится это не дольше 10-15 минут. Эти клетки помещают в так
720	клетка	4		84-89	PBS (4°C), пипетировали и подсчитывали их концентрацию в камере Горяева. Количество клеток SW-13 составляло в среднем 6,9 х 10(6) в 1
721	клетка	4		72-77	почвы живет от 300 до 3000 кг микроорганизмов. Общая же масса микробных клеток на нашей планете примерно в 25 раз больше массы всех животных. *** Микроорганизмы
722	клетка	4		67-72	уже к 20 годам, а к 70 остается совсем чуть-чуть. Возможности чудо-клеток взрослого организма, к сожалению, лимитированы. К тому же большинство из них с
723	клетка	4		43-48	) и митоген ФГА (индукция ). Активность НК-клеток и интерфероновый статус определяли в динамике -- через 4 ч, через 1 сут
724	клетка	4		118-123	кровеносных сосудов, снижающем воспалительные процессы и риск развития сердечных заболеваний, уменьшающем повреждения клеток организма свободными радикалами и активными частицами кислорода. При этом эффект наблюдается именно
725	клетка	4		107-112	, расшифровав полную генетическую информацию геномной ДНК, мы сможем управлять процессами, происходящими в клетке. Однако выяснилось, что важна еще и эпигенетическая информация, язык которой гораздо сложнее
726	клетка	4		105-110	. В результате эмоционально-двигательного стресса у мышей наблюдалась характерная динамика активности НК-клеток: резкое снижение активности НК-клеток уже через 1,5 ч, а наиболее
727	клетка	4		97-102	они превращаются в клетки, которые необходимо восстановить. Именно в этом уникальность стволовых клеток— они способны к самообновлению и преобразованию. Человеческий организм содержит примерно 50 млрд.
728	клетка	4		90-95	некроза опухоли, белок, отдающий раковым клеткам «приказ» о самоубийстве. В начале фильма клетки спокойны. Но вот они получили «черную метку» - добавлен фактор. Сначала одна клетка
729	клетка	4		97-102	размером в доли микрона. Пузырьки всегда находились только в пресинаптических окончаниях нервной клетки и были расположены непосредственно около синаптической щели. С другой стороны щели на
730	клетка	4		77-82	соматической клетки 10--20 мкм в диаметре, растительной -- 30--50 мкм, масса клетки около -- 10 –8-- 10 –9 г. Количество клеток у примитивных беспозвоночных достигает
731	клетка	4		86-91	импульса по самой клетке. Самые ранние исследования были проведены на синапсе нервная клетка-- мышечное волокно. В 1849 г. К. Бернард установил, что у такого синапса --
732	клетка	4		71-76	жилках листа. Иногда от ксилемы и флоэмы остается всего по одному ряду клеток, соединенных между собой в два «трубопровода» (сосуда). В этом случае флоэму и
733	клетка	4		97-102	, искусственным, который будет выполнять всю полезную работу, но лишится одной функции - убивать клетку. Сейчас мы начинаем серию таких опытов... - Можно ли дать прогноз - кто все-таки
734	клетка	4		92-98	, в их развивающихся тканях нуклеиновых кислот содержится больше, чем в других растительных клетках. Для каждого опыта Белозерскому было необходимо не менее ста -- ста пятидесяти граммов---
735	клетка	4		101-107	«маятник», отмеривающий единицы времени. Знают, что «часовой механизм» передается по наследству -- в клетках есть гены часов. Знают, что во внутриклеточных часах можно «подводить стрелки». Но
736	клетка	4		90-95	двух цитокинов, подавлял активность ИФН и ИЛ-2. В процессе культивирования инфицированных клеток в присутствии индукторов ИФН (циклоферона и савраца) цитокиновый спектр МТ-4 практически
737	клетка	4		101-106	при помощи вещества, обладающего щадящим действием, вещества, которое убивает микробов, не повреждая клеток человеческого тела. Понятно или нет? Я бы спас жизнь десяткам тысяч наших
738	клетка	4		93-98	17]. В настоящее время для оценки противовирусной активности различных препаратов в культуре клеток в отношении различных вирусов широко используется тест-система на основе иммуноферментного анализа (ИФА) [
739	клетка	4		87-92	. Мезофилл. Под эпидермисом (в котором есть устьица) лежат зеленые клетки. Эти зеленые клетки называют мезофилл (от греч. «meso» -- «средний» и «phyllum» -- «лист». Это как
740	клетка	4		119-124	- специальные вещества, которые стимулируют    иммунную систему, возвращают эластичность клеткам и заставляют ненужные клетки«покончить жизнь самоубийством». Еще - пептиды или так называемые    бета-разрушители, которые устранят
741	клетка	4		22-27	Но наряду с защитой в клетке есть катализаторы, которые образуют ядовитые формы кислорода. На первый взгляд это показалось
742	клетка	4		103-109	кислот на «животные» и «растительные» ошибочно. «Животная» нуклеиновая кислота -- ДНК -- встречается в клетках всех высших организмов.
743	клетка	4		98-103	, изучение влияния индукторов ИФН на инфекцию, вызванную цитопатогенным вариантом ВГС в культурах клеток человеческого происхождения, показало, что культуры клеток SW-13 и МТ-4, будучи
744	клетка	4		93-98	которой расположена древесина (ученые называют ее ксилемой, от греч. «xylon» -- «древесина»).Клетки древесины мертвые, по ним из корня вверх перемещаются вода и минеральные соли.
745	клетка	4		99-105	может остановить специфические клеточные    процессы, а последние в свою очередь позволяют жировым клеткам развиваться, открывая дверь потенциальному методу контроля за тучностью,    - объяснял профессор в области
746	клетка	4		97-102	в ДНК -- своеобразной «библиотеке» живой клетки. Белки -- это главные молекулярные «работники» в клетке: они осуществляют превращение веществ и энергии, отвечают за движение клетки, образуют её «
747	клетка	4		78-83	смысла. Но если вкратце, то метод основан на способности наших белых кровяных клеток противостоять возбудителю болезни. Так, у больных туберкулезом белые кровяные клетки чрезвычайно чувствительны
748	клетка	4		83-88	вещество перетекает на какую-нибудь сторону, и это вызывает изгиб. С одной стороны клетки будут расти сильнее, а с другой -- медленнее. Из-за этого верхушка наклонится вбок.
749	клетка	4		79-84	движения зародыша по маточной трубе к матке. В отличие от деления соматических клеток(митоз) вновь образующиеся клетки не расходятся, а остаются связанными друг с другом;
750	клетка	4		102-107	1в). В работе использовали ВГС-содержащую культуральную жидкость, собранную из инфицированных культур клеток ПТП на стадии цитодеструкции. Вирус характеризовался высокими инфекционными и антигенными свойствами, эффективно
751	клетка	4		96-101	их жизнеспособности проводили, используя метод с 0,4% трипановым синим. Приготовление суспензии клеток лимфатических узлов мышей проводили аналогичным образом. Определение цитотоксических лимфоцитов осуществляли по общепринятой
752	клетка	4		88-93	стволовых клеток, которые регулярно обновляются. С годами работы у них прибавляется, но клеток на замену становится меньше уже к 20 годам, а к 70 остается
