context_id	word	gold_sense_id	predict_sense_id	positions	context
212	лук	2	3	0-3, 122-125, 138-141, 152-155, 168-171	лук ветвистый вид имеет ряд синонимов . в русском языке растение известно под многими названиями джюсай , жусай , жусей , лук ветвистый , лук пахучий , лук китайский , лук дикий или чесночный , горный или полевой чеснок . на иностранных языках ,
213	лук	2	3	10-13, 82-85, 134-137, 209-212, 241-244, 284-287, 394-397, 459-462	съедобный лук особенно помогает от вреда плохой воды , если бросить в нее очистки лука , это одно из средств , уничтожающих ее запах… луковый сок полезен при загрязненных ранах , смазывать глаза выжатым соком лука с медом полезно от бельма… луковый сок помогает от ангины . съедобный лук вследствие своей горечи укрепляет слабый желудок и возбуждает аппетит . на востоке существовала поговорка лук в твоих объятиях — проходит всякая болезнь . время появления лука на руси точно не установлено , но известно , что уже с давних пор он являлся одним из
214	лук	2	4	0-3, 17-20	лук ( растение ) лук ( ) — род двулетних и многолетних растений , относимых к подсемейству семейства порядка ( ранее относили к лилейным ) . научное латинское название , данное карлом линнеем , — — происходит от латинского названия чеснока , которое , в свою очередь ,
215	лук	2	3	0-3, 13-16	лук репчатый луковица до см в диаметре , пленчатая . наружные чешуи сухие , желтые , реже фиолетовые или белые внутренние — мясистые , белые , зеленоватые или фиолетовые , расположены на укороченном стебле , называемом донцем . на донце в пазухах сочных
216	лук	2	2	63-66, 168-171, 221-224, 274-277, 428-431, 443-446, 515-518	. в медицине известен со времен гиппократа . лечебные свойства лука признавали все народы . римляне считали , что сила и мужество солдат увеличиваются при употреблении лука , поэтому он входил в военный рацион . в египте луку воздавали почести как божеству . при гиппократе лук прописывали больным ревматизмом , подагрой , а также от ожирения . знаменитый персидский врач и ученый ибн сина ( авиценна ) в начале xi века писал о луке съедобный лук особенно помогает от вреда плохой воды , если бросить в нее очистки лука , это
217	лук	2	3	187-190, 319-322, 446-449, 468-471	для лечения водянки . фармацевтическая промышленность выпускает препарат сцилларен , который может быть в виде раствора , таблеток , суппозиториев . его применяют в кардиологии . морской лук является также эффективным дератизационным средством . для этой цели используют преимущественно красную разновидность . морской лук для человека и домашних животных почти безвреден . для умерщвления взрослой крысы нужно всего , — , грамма сырого морского лука . значит , одной луковицы достаточно для отравления крыс или мышей . морской
218	лук	2	2	8-11, 20-23, 37-40, 78-81	гусиный лук гусиный лук , или птичий лук , или гейджия ( )  — род травянистых луковичных растений семейства лилейные , распространенных в умеренных областях евразии , а также в северной африке . все представители рода — ранневесенние эфемероиды . общее число видов — по данным сайта the plant list — около двухсот .
219	лук	2	2	0-3, 13-16, 37-40	лук победный лук победоно́сный , или лук побе́дный ( )  — многолетнее травянистое растение , вид рода семейства . наряду с этот вид тоже называют черемшой . в природе ареал вида охватывает центральную ( австрия , чешская республика , германия , венгрия ,
220	лук	2	3	250-253, 447-450, 503-506	. белые звездчатые цветки с фиолетовой центральной жилкой на лепестке по — штук , собраны в густые шаровидные зонтики . до распускания цветков соцветия покрыты чехлом . цветки отличаются приятным нежным запахом , что и дало растению одно из названий лук душистый . цветет на второй год в июле—августе . растение возделывается из - за вкусовых качеств . вкус полуострый , слабочесночный . выращивают на одном месте — года . размножается семенами и луковицами . приемы возделывания аналогичны агротехнике лука репчатого
221	лук	2	3	0-3, 122-125, 138-141, 152-155, 168-171	"лук ветвистый вид имеет ряд синонимов . в русском языке растение известно под многими названиями джюсай , жусай , жусей , лук ветвистый , лук пахучий , лук китайский , лук дикий или чесночный , горный или полевой чеснок . на иностранных языках , также известен как "" chinese chives "" , "" chinese leek "" , "" ku chai "" , "" jiu"
222	лук	2	3	46-49, 278-281, 473-476, 578-581	является одной из важнейших овощных культур . луковицы и листья используются как приправа в консервной промышленности , к салатам , винегретам , грибам , овощным и мясным блюдам , а также как пряно - витаминная закуска и вкусовая добавка к супам , соусам , подливкам , фаршам . лук репчатый используется в качестве модельного организма в методе allium test , применяемом для генотоксикологических исследований . в медицине известен со времен гиппократа . лечебные свойства лука признавали все народы . римляне считали , что сила и мужество солдат увеличиваются при употреблении лука , поэтому он входил
223	лук	2	3	38-41, 302-305, 434-437, 561-564, 583-586	также в гомеопатии . настой , порошок луковиц обладает слабительным и мочегонным действием , его издавна применяли для лечения водянки . фармацевтическая промышленность выпускает препарат сцилларен , который может быть в виде раствора , таблеток , суппозиториев . его применяют в кардиологии . морской лук является также эффективным дератизационным средством . для этой цели используют преимущественно красную разновидность . морской лук для человека и домашних животных почти безвреден . для умерщвления взрослой крысы нужно всего , — , грамма сырого морского лука . значит , одной луковицы достаточно
224	лук	2	3	212-215	". видовой эпитет , "" a , um ""  — морской , так как растение произрастает по морскому побережью . листья темно - зеленые , гладкие , плотные , ремневидные , с заостренной верхушкой , длиной —  см . цветет морской лук до появления листьев в июле — августе . его безлистная цветущая стрелка достигает в высоту —  см . цветки собраны в кисть . родина — страны средиземноморья от канарских островов до побережья сирии . растет на берегу моря . культивируется на"
225	лук	2	3	8-11, 158-161, 237-240	"морской лук родовые названия растения происходят от народного названия beni urgin по местонахождению в алжире от греч . "" drimys ""  — острый , едкий по вкусу луковиц  — латинская транслитерация древнегреческого названия растения морской лук — "" skilla "" . видовой эпитет"
226	лук	2	2	0-3, 44-47, 242-245	лук - порей родина — передняя азия , откуда лук - порей попал в средиземноморье , на территории которых и сейчас встречается его дикорастущая исходная форма — . культурный же вид , вероятно , развился из него давно , так как в древнем египте лук - порей уже был одним из важнейших овощных растений . он был известен и в античные времена в греции и риме . в средние века его возделывали уже по всей европе . рисунки старых травников показывают , что у растений , которые выращивались в то время
227	лук	2	3	121-124, 276-279, 412-415	в свежем виде используют как закуску , а в соленом — добавляют в салаты из пророщенного маша и жареного мяса с овощами . лук ветвистый — непременный компонент сложных киргизских , уйгурских и дунганских соусов и жаркого из мяса и дичи , например , такого блюда , как лагман . лук ветвистый является важным ингредиентом блюд юго - восточной азии . там , где в кулинарных книгах говорится нарезать стебли зеленого лука  — это говорится именно о нем . на западе это растение можно встретить в магазинах китайских продуктов . витаминное и целебное растение .
228	лук	2	3	93-96, 255-258, 314-317	году по испании николай вавилов отмечал самую высокую в мире урожайность валенсийского сорта лука репчатого , достигавшую тысяч пудов с одного гектара . в валенсии в то время под посевы этого сорта использовалось больше тысяч гектаров . в настоящее время лук репчатый является одной из важнейших овощных культур . луковицы и листья используются как приправа в консервной промышленности , к салатам , винегретам , грибам , овощным и мясным блюдам , а также как пряно - витаминная закуска и вкусовая добавка к супам , соусам , подливкам , фаршам
229	лук	2	3	226-229, 467-470	. в состав эфирного масла входят аллилсульфиды , пинеколиновая кислота и аллиин . я . я . никитинский в книге суррогаты и необычные в россии источники пищевых веществ растительного и животного происхождения ( ) писал про этот лук это — выдающееся возбуждающее и вместе антискорбутное средство , почему делают большие иногда запасы его , особенно в сибири , где черемши много . она собирается крестьянами подтаежных селений около мая . в пищу идут мясистые стебли , а луковки остаются в земле
230	лук	2	3	188-191, 224-227, 393-396	, чтобы не заразились . профессор н . . умиков приводит свидетельства современников о том , что во время большой эпидемии брюшного тифа в  году русские , потреблявшие в большом количестве лук , не заболевали тифом и чумой . лук является хорошим витаминным средством , особенно рекомендуемым в зимне - весенний период , но используемым круглый год . значительное количество минеральных солей в луке при его использовании в пищу способствует нормализации водно - солевого обмена в организме , а своеобразный запах и острый вкус возбуждают аппетит .
231	лук	2	3	28-31, 81-84, 235-238, 250-253, 322-325, 374-377, 449-452, 481-484, 524-527	в военный рацион . в египте луку воздавали почести как божеству . при гиппократе лук прописывали больным ревматизмом , подагрой , а также от ожирения . знаменитый персидский врач и ученый ибн сина ( авиценна ) в начале xi века писал о луке съедобный лук особенно помогает от вреда плохой воды , если бросить в нее очистки лука , это одно из средств , уничтожающих ее запах… луковый сок полезен при загрязненных ранах , смазывать глаза выжатым соком лука с медом полезно от бельма… луковый сок помогает от ангины . съедобный лук вследствие
232	лук	2	3	288-291	не обладают никакие другие овощные культуры при хранении количество аскорбиновой кислоты в отбеленной части повышается более , чем в полтора раза . в средние века порей также пользовался большой популярностью . однако в середине xx века в россии мало знали об этой овощной культуре . вид лук - порей входит в род семейства порядка .
233	лук	2	2	0-3, 44-47, 242-245	лук - порей родина — передняя азия , откуда лук - порей попал в средиземноморье , на территории которых и сейчас встречается его дикорастущая исходная форма — . культурный же вид , вероятно , развился из него давно , так как в древнем египте лук - порей уже был
234	лук	2	3	8-11, 20-23, 37-40, 78-81	гусиный лук гусиный лук , или птичий лук , или гейджия ( )  — род травянистых луковичных растений семейства лилейные , распространенных в умеренных областях евразии , а также в северной африке . все представители рода — ранневесенние эфемероиды . общее число видов — по данным сайта the
235	лук	2	3	36-39, 111-114, 143-146, 186-189, 296-299, 361-364	из средств , уничтожающих ее запах… луковый сок полезен при загрязненных ранах , смазывать глаза выжатым соком лука с медом полезно от бельма… луковый сок помогает от ангины . съедобный лук вследствие своей горечи укрепляет слабый желудок и возбуждает аппетит . на востоке существовала поговорка лук в твоих объятиях — проходит всякая болезнь . время появления лука на руси точно не установлено , но известно , что уже с давних пор он являлся одним из главных пищевых продуктов и считался универсальным средством , предохраняющим и излечивающим болезни . в старинных русских лечебниках -
236	лук	2	4	221-224	 пахнуть  . в роду , по данным сайта the plant list , более видов , которые естественно произрастают в северном полушарии . представители рода растут на лугах , в степи , лесах . большой вклад в систематику растений рода лук внес эдуард регель , который опубликовал две монографии ( , ) , где упоминалось более видов , до этого не описанных . листья линейные или ремневидные , прикорневые , дудчатые , стебель
237	лук	2	3	0-3, 187-190	лук круглый произрастает в северной африке , западной азии и почти по всей европе . на территории россии встречается в европейской части ( за исключением севера ) и на северном кавказе . луковица яйцевидная , почти шаровидная , диаметром , —  см
238	лук	2	3	0-3, 122-125, 138-141, 152-155, 168-171	"лук ветвистый вид имеет ряд синонимов . в русском языке растение известно под многими названиями джюсай , жусай , жусей , лук ветвистый , лук пахучий , лук китайский , лук дикий или чесночный , горный или полевой чеснок . на иностранных языках , также известен как "" chinese chives "" , "" chinese leek "" , "" ku chai "" , "" jiu cai "" , """
239	лук	2	3	8-11, 20-23, 37-40, 78-81	гусиный лук гусиный лук , или птичий лук , или гейджия ( )  — род травянистых луковичных растений семейства лилейные , распространенных в умеренных областях евразии , а также в северной африке . все представители рода — ранневесенние эфемероиды . общее число видов — по данным сайта the plant list —
240	лук	2	3	224-227, 307-310	короче листочков околоцветника , пыльники яйцевидные завязь обратнояйцевидная . произрастает на всей территории европы и в турции . все части растения содержат чесночные эфирные масла , в состав которых входит сера . мелкие луковицы съедобны , листья пригодны для приготовления острых салатов . вид гусиный лук желтый входит в род семейства порядка .
241	лук	2	3	0-3, 17-20	лук ( растение ) лук ( ) — род двулетних и многолетних растений , относимых к подсемейству семейства порядка ( ранее относили к лилейным ) . научное латинское название , данное карлом линнеем , — — происходит от латинского названия чеснока
242	лук	2	2	0-3, 44-47, 242-245	лук - порей родина — передняя азия , откуда лук - порей попал в средиземноморье , на территории которых и сейчас встречается его дикорастущая исходная форма — . культурный же вид , вероятно , развился из него давно , так как в древнем египте лук - порей уже был одним из важнейших овощных растений . он был
243	лук	2	3	0-3, 122-125, 138-141, 152-155, 168-171	"лук ветвистый вид имеет ряд синонимов . в русском языке растение известно под многими названиями джюсай , жусай , жусей , лук ветвистый , лук пахучий , лук китайский , лук дикий или чесночный , горный или полевой чеснок . на иностранных языках , также известен как "" chinese chives "" , "" chinese leek "" , "" ku chai "" , "" jiu cai """
244	лук	2	1	8-11	гусиный лук желтый стебель плотный , голый , высотой —  см . прикорневой лист плоский , одиночный , превышает соцветие , широколинейный , шириной —  мм , коротко заостренный , с башлыковидной верхушкой верхний — линейный или ланцетный , снизу килеватые . соцветие зонтиковидное
245	лук	2	3	20-23, 74-77, 201-204	кислоты в этом виде лука в раза превышает таковое в зелени пера репчатого лука . в пищу используют листья или все растение . выращивают на одном месте — года и более ( в том числе и в теплицах ) . вид лук - батун входит в род семейства порядка .
246	лук	2	3	240-243, 276-279, 445-448	на шею коровам , лошадям и другим домашним животным , чтобы не заразились . профессор н . . умиков приводит свидетельства современников о том , что во время большой эпидемии брюшного тифа в  году русские , потреблявшие в большом количестве лук , не заболевали тифом и чумой . лук является хорошим витаминным средством , особенно рекомендуемым в зимне - весенний период , но используемым круглый год . значительное количество минеральных солей в луке при его использовании в пищу способствует нормализации водно - солевого обмена в организме , а
247	лук	2	3	8-11, 111-114	гадючий лук латинское название рода дано по запаху цветков , напоминающему запах мускуса . относительно мелкие луковичные растения ( до —  см в высоту ) , несущие пучок из двух—семи мясистых прикорневых листьев листья достигают в длину —  см .
248	лук	2	3	279-282, 290-293	способствует нормализации водно - солевого обмена в организме , а своеобразный запах и острый вкус возбуждают аппетит . ценный медонос , дает пчелам много нектара даже при очень жаркой погоде . мед светло - желтый , почти непрозрачный , при созревании теряет характерный привкус лука . вид лук репчатый входит в род семейства порядка . в рамках вида ранее выделяли несколько разновидностей , например
249	суда	1	3	235-239, 323-327	перехода поместья к новому владельцу в ) год переписи ( ) . фактически , однако , этот принцип полностью не был выдержан , и сведения о хозяйственном положении поместий на дату их передачи новым владельцам появляются в книге страшного суда лишь эпизодически . на основании собранных записей была составлена книга страшного суда , которая состоит из двух частей так называемая малая книга , описывающая графства норфолк , саффолк и эссекс , и большая книга , описывающая всю остальную англию ,
250	суда	1	4	267-271	"опасный квартал города . и… оказалась не в том месте и не в то время , став свидетелем жестокого убийства . а убийцы , как известно , предпочитают не оставлять свидетелей . "" этот американский фильм получил в нашем видеопрокате весьма громкое название ночь страшного суда . наверно , режиссер стивен хопкинс , известный по картинам кошмар на улице вязов и хищник , был бы просто горд , если бы узнал о таком возвеличивании довольно заурядной истории ночных похождений группы добропорядочных граждан . они"
251	суда	1	3	18-22, 62-66, 127-131, 189-193, 300-304	пленум верховного суда российской федерации пленум верховного суда российской федерации ( пвс рф — полное ) — орган верховного суда рф , представляющий собой собрание всех судей верховного суда россии . пвс рф правосудие не осуществляет , а обеспечивает правильное и единообразное применение законов судами и дает
252	суда	1	3	307-311	повторяют византийские формы , на xvi—xvii века приходится пик развития этого сюжета в живописи , а концу xvii века , по мнению покровского , эсхатологические изображения стали писать с меньшим мастерством — особенно в юго - западной россии ( под воздействием западноевропейских влияний ) . икона страшного суда является чрезвычайно богатой по количеству действующих лиц и включает изображения , которые можно сгруппировать по трем темам
253	суда	1	3	28-32, 66-70, 113-117	военная коллегия верховного суда ссср военная коллегия верховного суда ссср ( вквс )  — союзный орган верховного суда ссср , рассматривавший дела исключительной важности в отношении высшего начальствующего состава армии и флота ( командир корпуса и выше ) , а также обвиняемых в измене родине и контрреволюционной деятельности . также контролировала работу военных трибуналов
254	суда	1	3	28-32, 183-187, 291-295	различными странами . члены суда назначаются на лет . их назначения на должность могут быть возобновлены . критические замечания , высказываемые в адрес постоянной палаты третейского суда , состоят , в частности , в следующем из сказанного делается вывод , что постоянная палата третейского суда — не настоящий суд в обычном значении этого слова .
255	суда	1	3	41-45, 91-95	римский статут международного уголовного суда ри́мский стату́т междунаро́дного уголо́вного суда́ ( ) — международный договор , учредивший международный уголовный суд . принят на дипломатической конференции в риме июля года и вступил в силу с июля
256	суда	1	3	283-287	конституционном суде российской федерации отменено ограничение полномочий судьи определенным сроком ( лет ) . предельный возраст пребывания в должности остался прежним — лет ( за исключением председателя ) . данные положения распространены на всех действующих судей конституционного суда ( в т . ч . и избранных еще съездом народных депутатов рсфср в г . ) . после даты избрания ( в г . ) или назначения ( с
257	суда	1	4	100-104, 231-235, 329-333	использовании христианским философом ( православным проповедником ) запоны с изображением страшного суда для проповеди христианства князю владимиру , что повлияло на будущее крещение самого владимира и руси . изображения страшного суда были действенным средством , помогавшим к обращению язычников . на руси композиции страшного суда появляются очень рано , вскоре после крещения . самая ранняя известная русская фреска на этот сюжет — кириллов монастырь в киеве ( xii век ) , росписи николо - дворищенского собора в новгороде ( нач . xii в . ) , георгиевский собор старой
258	суда	1	4	330-334	"не терять надежды , но положить начало покаяния "" . покаяние как непременное условие достижения царства божия — является одним из основополагающих положений христианского вероучения , и эта проблема была особенно актуальна для рубежа рубежа xi—xii веков , времени проникновения сюжета на русь . православная иконография страшного суда существует в византийском искусстве c xi—xii веков . истоки изображения этого сюжета восходят к iv веку — живописи христианских катакомб . первоначально суд изображался в двух формах история отделения овец от козлищ и притче о десяти девах . затем в v—vi формируются отдельные части повествовательного изображения"
259	суда	1	3	28-32, 82-86, 137-141, 209-213, 319-323	пленум высшего арбитражного суда российской федерации пленум высшего арбитражного суда российской федерации — орган высшего арбитражного суда рф , представляющий собой собрание всех судей высшего арбитражного суда россии . пвас рф правосудие не осуществляет , обеспечивает правильное и единообразное применение законов судами , дает разъяснения и толкования норм права посредством принятия
260	суда	1	3	30-34, 65-69	"постоянная палата третейского суда постоянная палата третейского суда ( пптс ) ( , "" pca "" ) — международный арбитражный суд , расположенный в гааге , нидерланды . учрежден в году по решению первой гаагской мирной конференции и"
261	суда	1	3	28-32, 82-86, 137-141, 209-213, 319-323	пленум высшего арбитражного суда российской федерации пленум высшего арбитражного суда российской федерации — орган высшего арбитражного суда рф , представляющий собой собрание всех судей высшего арбитражного суда россии . пвас рф правосудие не осуществляет , обеспечивает правильное и единообразное применение законов судами , дает разъяснения и толкования норм права посредством принятия постановлений . в состав пленума высшего
262	суда	1	4	11-15	с согласия суда главная героиня фильма — женщина - судья гвен уорик , которая идет вверх по карьерной лестнице и становится верховной судьей штата . но в результате чьи - то злых козней она сама становится подозреваемой .
263	суда	1	3	225-229	о своей судьбе непосредственно перед казнью . списочный механизм осуждения в вквс также применялся и после  г . всего за предвоенные годы по спискам политбюро цк было расстреляно - тысяч человек . военная коллегия верховного суда ссср располагалась в москве , на улице никольская , д . . в - е годы возникла идея создать в расстрельном доме музей истории советского террора , в этот момент дом принадлежал военкомату . в
264	суда	1	3	132-136, 287-291, 395-399	могут договориться об избрании совместно одного или более членов . одно и то же лицо может быть избрано различными странами . члены суда назначаются на лет . их назначения на должность могут быть возобновлены . критические замечания , высказываемые в адрес постоянной палаты третейского суда , состоят , в частности , в следующем из сказанного делается вывод , что постоянная палата третейского суда — не настоящий суд в обычном значении этого слова .
265	суда	1	3	196-200	перепечатана типографским способом в году , а в  году , в ознаменование - летнего юбилея книги , би - би - си создала ее электронную версию с переводом на английский ( в оригинале книга страшного суда написана на латыни ) .
266	суда	1	2	278-282, 376-380	известные памятники византийского культурного ареала на этот сюжет — в притворе церкви панагии халкеон в салониках ( начало xi в . ) в грузии — сильно поврежденная фреска в давидо - гареджийском монастыре удабно на западной стене ( xi в . ) плохо сохранившиеся фрески страшного суда в атенском сионе ( xi в . ) , в церкви в икви ( xii век ) , грандиозная композиция страшного суда храма в тимотесубани ( - я четверть xiii в . ) в повести временных лет упоминается эпизод
267	суда	1	3	23-27, 74-78, 299-303	судьи конституционного суда российской федерации су́дьи конституцио́нного суда́ росси́йской федера́ции — судьи судебного органа , самостоятельно осуществляющего посредством конституционного судопроизводства конституционный контроль . полномочия , порядок образования и деятельности конституционного суда российской федерации определяются конституцией российской федерации и федеральным конституционным законом от июля г . № - фкз о конституционном суде российской федерации . законом рсфср от мая г
268	суда	1	3	166-170, 261-265	что по данным журнала российская юстиция , приведенных в учебнике по гражданский процессу м . к . треушникова , отменяются лишь , % заочных решений . заочное решение суда может быть отменено . юристы рекомендовали взять копию документа ( копию заочного решения суда можно было получить , например , у судебных приставов - исполнителей либо , что делают чаще , в суде , принявшим такое решение ) и затем , в соответствии с гражданским процессуальным кодексом рф , в течение определенного законодательством времени со дня получения копии этого решения ,
269	суда	1	3	18-22, 62-66, 127-131, 189-193, 300-304	пленум верховного суда российской федерации пленум верховного суда российской федерации ( пвс рф — полное ) — орган верховного суда рф , представляющий собой собрание всех судей верховного суда россии . пвс рф правосудие не осуществляет , а обеспечивает правильное и единообразное применение законов судами и дает разъяснения и толкования норм права посредством
270	суда	1	3	28-32, 82-86, 137-141, 209-213, 319-323, 444-448	пленум высшего арбитражного суда российской федерации пленум высшего арбитражного суда российской федерации — орган высшего арбитражного суда рф , представляющий собой собрание всех судей высшего арбитражного суда россии . пвас рф правосудие не осуществляет , обеспечивает правильное и единообразное применение законов судами , дает разъяснения и толкования норм права посредством принятия постановлений . в состав пленума высшего арбитражного суда российской федерации входят председатель и
